activity_subset,percentile,value,strategy,strategyLabel,strategyGroup,strategyType
NA,0.26,8.253865483,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.27,8.442075944,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.28,8.615647192,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.29,8.794818649,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.3,8.971566372,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.31,9.14223232,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.32,9.327979807,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.33,9.50553729,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.34,9.688981626,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.35,9.867542306,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.36,10.04235476,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.37,10.24235795,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.38,10.4243428,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.39,10.61562881,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.4,10.79975831,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.41,10.9866723,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.42,11.18780197,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.43,11.39244279,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.44,11.60550697,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.45,11.82149119,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.46,12.0426797,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.47,12.28914251,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.48,12.53575132,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.49,12.77605646,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.5,13.01701096,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.51,13.27611783,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.52,13.55753795,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.53,13.84873481,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.54,14.16420726,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.55,14.4917947,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.56,14.8369637,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.57,15.20951586,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.58,15.58972675,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.59,16.00322582,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.6,16.42043195,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.61,16.86426655,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.62,17.32316282,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.63,17.85091426,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.64,18.36592574,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.65,18.90205613,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.66,19.46651321,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.67,20.06157249,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.68,20.7017933,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.69,21.40705114,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.7,22.12020845,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.71,22.90614964,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.72,23.7070141,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.73,24.60785763,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.74,25.54859218,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.75,26.55788821,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.76,27.63930691,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.77,28.77337504,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.78,30.00783122,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.79,31.3100479,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.8,32.67160956,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.81,34.0334682,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.82,35.50435711,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.83,37.04390045,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.84,38.64859625,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.85,40.24135036,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.86,41.99011168,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.87,43.81532993,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.88,45.65175184,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.89,47.61167234,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.9,49.65188313,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.91,51.76658908,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.92,54.06398415,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.93,56.58746844,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.94,59.28989953,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.95,62.08030805,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.96,65.39670511,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.97,69.47874597,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.98,74.41682841,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0.99,81.74932754,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,1,99.9826331,eol_care-3+_days,End of life care admissions (died within 3-14 days),Hospital activity ameanable to primary care and community interventions,inpatient admission avoidance
NA,0,0.001974211,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.01,2.693569898,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.02,4.4210836,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.03,5.667132873,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.04,6.706828289,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.05,7.646570502,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.06,8.541590216,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.07,9.37389626,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.08,10.18094591,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.09,10.95892191,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.1,11.81777949,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.11,12.61088437,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.12,13.41306307,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.13,14.256288,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.14,15.17157219,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.15,16.06782973,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.16,17.02595573,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.17,18.0772017,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.18,19.04785334,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.19,20.07421827,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.2,21.17050556,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.21,22.32269099,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.22,23.40283063,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.23,24.48234736,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.24,25.6225084,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.25,26.63022693,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.26,27.64326097,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.27,28.71077755,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.28,29.69125261,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.29,30.64423042,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.3,31.58175872,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.31,32.52785024,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.32,33.45483236,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.33,34.37506541,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.34,35.28301544,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.35,36.19937404,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.36,37.09986938,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.37,37.96527397,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.38,38.87377304,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.39,39.81633192,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.4,40.65359852,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.41,41.47105463,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.42,42.3324453,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.43,43.14257085,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.44,43.95782933,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.45,44.75553315,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.46,45.53333634,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.47,46.28039857,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.48,47.02501281,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.49,47.77897278,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.5,48.51391603,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.51,49.27281165,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.52,49.95272491,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.53,50.66376197,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.54,51.36470912,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.55,52.01941913,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.56,52.72029682,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.57,53.36977293,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.58,54.02047729,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.59,54.67335932,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.6,55.30769393,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.61,55.92755427,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.62,56.56095087,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.63,57.13638115,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.64,57.7830924,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.65,58.42526236,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.66,59.05397702,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.67,59.65215066,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.68,60.28475895,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.69,60.9077459,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.7,61.49520095,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.71,62.1279629,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.72,62.77149568,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.73,63.38838062,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.74,64.0489928,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.75,64.69318511,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.76,65.37050604,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.77,66.00802671,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.78,66.66848714,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.79,67.36979838,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.8,68.09429744,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.81,68.79567352,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.82,69.55114811,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.83,70.35368578,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.84,71.14393363,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.85,71.91594818,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.86,72.77935691,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.87,73.66557822,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.88,74.59971261,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.89,75.56130598,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.9,76.65637524,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.91,77.76316949,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.92,78.96732227,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.93,80.26231045,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.94,81.73315083,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.95,83.42556293,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.96,85.23641532,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.97,87.56202269,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.98,90.54429053,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0.99,94.35998276,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,1,99.99608835,evidence_based_interventions_ent,Interventions with limited evidence - ENT,Planned surgical activity (adult),inpatient admission avoidance
NA,0,0.008198725,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
NA,0.01,3.302586887,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
NA,0.02,5.231296695,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
NA,0.03,6.507873711,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
NA,0.04,7.484948331,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
NA,0.05,8.291004832,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
NA,0.06,8.99472147,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
NA,0.07,9.638589834,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
NA,0.08,10.2091678,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
NA,0.09,10.767029,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
NA,0.1,11.27915752,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
NA,0.11,11.77809553,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
NA,0.12,12.27892514,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
NA,0.13,12.76165823,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
NA,0.14,13.26578538,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
NA,0.15,13.75160687,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
NA,0.16,14.23763487,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
NA,0.17,14.76868564,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
NA,0.18,15.30879669,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
NA,0.19,15.85442181,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
NA,0.2,16.39447373,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
NA,0.21,17.0042222,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
NA,0.22,17.62798789,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
NA,0.23,18.30057607,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
NA,0.24,19.01247131,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
NA,0.25,19.68393148,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
NA,0.26,20.37810213,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
NA,0.27,21.10497897,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
NA,0.28,21.85047991,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
NA,0.29,22.53080833,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
NA,0.3,23.22941269,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
NA,0.31,23.97928077,evidence_based_interventions_general_surgery,Interventions with limited evidence - General surgery,Planned surgical activity (adult),inpatient admission avoidance
